148.508;19.5;25
148.508;19.5;15
148.508;19.5;12.5
21.492;19.5;9.333
148.508;19.5;6.167
21.492;19.5;3
148.508;19.5;3
148.508;19.5;15
21.492;71.5;15
21.492;71.5;12.5
148.508;71.5;9.333
21.492;71.5;6.167
148.508;71.5;3
21.492;71.5;3
21.492;71.5;25
110.364;31.278;25
110.364;31.278;15
110.364;31.278;10.318
110.356;31.278;10.247
110.332;31.278;10.18
110.294;31.278;10.12
110.244;31.278;10.069
110.184;31.278;10.031
110.117;31.278;10.008
110.046;31.278;10
108.3;31.278;10
70;31.278;10
69.929;31.278;10.008
69.862;31.278;10.031
69.802;31.278;10.069
69.752;31.278;10.12
69.714;31.278;10.18
69.69;31.278;10.247
69.683;31.278;10.318
69.683;31.278;15
116.364;34.113;15
116.364;34.113;10.318
116.356;34.113;10.247
116.332;34.113;10.18
116.294;34.113;10.12
116.244;34.113;10.069
116.184;34.113;10.031
116.117;34.113;10.008
116.046;34.113;10
114.3;34.113;10
64;34.113;10
63.929;34.113;10.008
63.862;34.113;10.031
63.802;34.113;10.069
63.752;34.113;10.12
63.714;34.113;10.18
63.69;34.113;10.247
63.682;34.113;10.318
63.682;34.113;15
116.364;36.947;15
116.364;36.947;10.318
116.356;36.947;10.247
116.332;36.947;10.18
116.294;36.947;10.12
116.244;36.947;10.069
116.184;36.947;10.031
116.117;36.947;10.008
116.046;36.947;10
114.3;36.947;10
64;36.947;10
63.929;36.947;10.008
63.862;36.947;10.031
63.802;36.947;10.069
63.752;36.947;10.12
63.714;36.947;10.18
63.69;36.947;10.247
63.682;36.947;10.318
63.682;36.947;15
116.364;39.782;15
116.364;39.782;10.318
116.356;39.782;10.247
116.332;39.782;10.18
116.294;39.782;10.12
116.244;39.782;10.069
116.184;39.782;10.031
116.117;39.782;10.008
116.046;39.782;10
114.3;39.782;10
64;39.782;10
63.929;39.782;10.008
63.862;39.782;10.031
63.802;39.782;10.069
63.752;39.782;10.12
63.714;39.782;10.18
63.69;39.782;10.247
63.682;39.782;10.318
63.682;39.782;15
116.364;42.617;15
116.364;42.617;10.318
116.356;42.617;10.247
116.332;42.617;10.18
116.294;42.617;10.12
116.244;42.617;10.069
116.184;42.617;10.031
116.117;42.617;10.008
116.046;42.617;10
114.3;42.617;10
64;42.617;10
63.929;42.617;10.008
63.862;42.617;10.031
63.802;42.617;10.069
63.752;42.617;10.12
63.714;42.617;10.18
63.69;42.617;10.247
63.682;42.617;10.318
63.682;42.617;15
116.08;45.452;15
116.08;45.452;10.318
116.073;45.452;10.247
116.049;45.452;10.18
116.011;45.452;10.12
115.961;45.452;10.069
115.901;45.452;10.031
115.834;45.452;10.008
115.763;45.452;10
114.3;45.452;10
64;45.452;10
63.929;45.452;10.008
63.862;45.452;10.031
63.802;45.452;10.069
63.752;45.452;10.12
63.714;45.452;10.18
63.69;45.452;10.247
63.682;45.452;10.318
63.682;45.452;15
115.868;48.287;15
115.868;48.287;10.318
115.86;48.287;10.247
115.836;48.287;10.18
115.799;48.287;10.12
115.748;48.287;10.069
115.688;48.287;10.031
115.621;48.287;10.008
115.55;48.287;10
114.3;48.287;10
64;48.287;10
63.929;48.287;10.008
